summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,density,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
14,61.57142857,15,1.21,1.071428571,0.158317025,8.88E-05,1645,4,26.267,0.15,0.097,14.154,0.086,0.635,35.091,39.472
28,62.28571429,12.21428571,1.033333333,1.714285714,0.225342466,0.000133987,1821,4,24.827,0.104,0.052,14.841,-0.073,1.009,38.984,50.863
3,46,2.333333333,0.45,1,0.392694064,1.40E-05,2096,5,22.725,0.13,0.106,10.354,0.102,0.231,34.512,29.764
5,65.4,1.8,0.693333333,1.4,0.44109589,3.10E-05,2343,5,20.989,0.131,0.079,12.363,-0.16,0.117,25.837,46.628
4,25.5,2,1.156666667,1.5,0.254794521,1.91E-05,2734,6,18.336,0.122,0.083,12.592,-0.526,-0.369,29.38,35.312
10,42.3,2.2,1.98,2,0.360273973,5.51E-05,1793,4,25.046,0.153,0.106,10.197,0.339,0.184,28.808,42.053
14,100.7142857,2.428571429,0.69125,3.214285714,0.669471624,4.24E-05,958,2,31.619,0.173,0.135,11.826,0.171,0.532,44.426,40.331
10,51.4,2.7,1.05125,1.5,0.296164384,5.46E-05,2183,5,22.103,0.128,0.097,12.77,-0.055,0.045,30.176,40.44
5,31.4,22.2,0.265,2.6,0.433424658,1.68E-05,2957,7,16.79,0.091,0.064,8.298,-0.526,0.514,32.602,29.96
8,50.875,13.75,0.31375,2.25,0.145890411,5.27E-05,2186,5,22.095,0.148,0.103,13.172,-0.394,-0.368,26.347,45.932
12,47.08333333,5.666666667,1.005,1.333333333,0.350228311,6.82E-05,2959,7,16.774,0.091,0.061,4.695,-0.227,0.077,26.055,46.946
16,71.375,2.5,0.627333333,1.75,0.368664384,0.000111223,2775,6,18.146,0.091,0.069,6.182,0.052,0.182,22.83,48.588
15,87.26666667,2.6,1.717777778,1.266666667,0.138812785,7.03E-05,2200,5,21.999,0.156,0.114,12.215,-0.198,-0.081,30.527,27.005
19,54.78947368,2.894736842,0.786875,1.263157895,0.083489546,0.000108483,1968,5,23.637,0.127,0.092,9.561,0.301,0.246,29.494,46.315
14,51.78571429,3.071428571,1.187692308,1.428571429,0.364774951,0.000100068,3014,7,16.337,0.1,0.07,10.997,-0.468,-0.285,24.236,41.118
37,148.0540541,3.162162162,1.617931034,2.621621622,0.22717512,0.000184585,2784,6,18.036,0.099,0.053,5.033,-0.177,-0.047,33.122,48.066
22,68.18181818,3.136363636,0.491176471,2.136363636,0.304109589,0.000194756,1852,4,24.548,0.185,0.104,7.884,0.485,-0.482,38.481,19.37
64,71.265625,2.53125,0.895106383,3.40625,0.207405822,0.000335055,1154,3,30.08,0.195,0.104,12.129,0.305,0.256,38.225,48.589
20,95.25,2.25,0.790588235,1.2,0.365616438,0.000108472,2848,6,17.513,0.106,0.058,7.457,-0.573,0.301,30.517,41.429
15,52.8,2.133333333,0.853636364,1.466666667,0.132237443,6.74E-05,1121,3,30.358,0.174,0.134,11.748,0.393,0.85,38.204,28.871
8,92.875,4.25,1.396,1.375,0.364041096,3.67E-05,2211,5,21.897,0.138,0.09,9.031,0.167,0.077,36.301,27.904
13,60.30769231,2.076923077,0.624,1.615384615,0.353846154,6.24E-05,2328,5,21.089,0.142,0.079,6.453,-0.122,0.595,29.56,35.295
18,119.6666667,4.333333333,1.11,14.61111111,0.327701674,9.91E-05,3136,7,15.644,0.096,0.072,4.104,-0.655,0.041,27.822,37.066
8,57.625,2.125,1.25875,1.25,0.251027397,4.98E-05,2602,6,19.131,0.109,0.078,4.809,-0.145,0.228,31.281,39.183
9,43.66666667,1.222222222,0.968571429,2.666666667,0.431659056,3.04E-05,2074,5,22.889,0.143,0.1,11.104,-0.135,0.257,30.536,39.126
3,75,11.66666667,0.07,1,0.16347032,1.45E-05,1459,4,27.67,0.165,0.112,15.26,0.111,0.141,47.167,25.154
21,52.42857143,3.857142857,0.8675,1.619047619,0.133463796,0.000138975,2642,6,18.848,0.107,0.078,2.481,-0.269,0.091,30.61,44.706
10,57.6,4.2,1.53125,3.1,0.365205479,5.46E-05,2920,7,17.073,0.103,0.053,9.458,-0.505,0.06,36.033,35.68
15,66.53333333,2.466666667,0.449090909,2.2,0.087853881,0.000100422,2924,7,17.032,0.12,0.075,3.854,-0.198,0.16,27.419,30.531
22,99.04545455,3.181818182,0.587692308,1.954545455,0.204358655,4.76E-05,2376,5,20.711,0.129,0.096,4.551,-0.226,0.597,27.502,34.885
12,126.25,2.833333333,0.824,1.166666667,0.08196347,8.90E-05,2155,5,22.253,0.135,0.092,4.916,0.197,0.376,32.958,33.957
27,65.48148148,2.074074074,1.045416667,2.962962963,0.338001015,0.000182644,1662,4,26.151,0.173,0.093,10.551,0.345,0.637,30.336,38.335
10,107.2,2.5,1.031666667,1.3,0.231780822,5.54E-05,3030,7,16.265,0.093,0.06,2.176,-0.097,0.076,26.206,43.559
8,51.625,2.625,1.034285714,2.375,0.329794521,2.27E-05,2893,6,17.245,0.082,0.07,4.214,-0.052,0.559,29.764,32.806
22,61.95454545,3.818181818,0.846428571,2.318181818,0.216064757,0.000101724,1992,5,23.443,0.134,0.081,20.704,0.126,0.425,34.149,31.197
14,65.5,2.142857143,0.56,1.928571429,0.283953033,8.71E-05,2575,6,19.337,0.111,0.073,13.405,-0.313,0.212,29.383,39.464
26,47.38461538,5.846153846,0.998,3.038461538,0.375342466,0.000152268,1066,3,30.802,0.206,0.111,12.704,0.426,0.532,39,36.885
11,61.81818182,3.727272727,0.42625,2,0.278206725,8.35E-05,2393,5,20.574,0.111,0.065,7.994,0.144,0.73,28.915,38.54
10,47.9,5.9,0.5575,1.6,0.105205479,8.92E-05,1410,3,28.053,0.152,0.107,15.041,0.143,0.689,33.643,45.457
23,125.3913043,2.652173913,0.320666667,2.869565217,0.469922573,0.000125825,1246,3,29.292,0.179,0.115,13.691,0.312,0.01,36.015,48.528
59,76.3220339,3.457627119,1.001777778,2.338983051,0.180032505,0.000162338,1328,3,28.631,0.12,0.061,15.734,-0.128,1.053,41.651,61.194
13,63.38461538,2.615384615,0.684,2.615384615,0.19662803,3.51E-05,1236,3,29.363,0.122,0.065,12.425,0.884,0.357,60.537,36.754
28,53.57142857,5.464285714,1.13,4.821428571,0.234735812,0.000183369,819,2,32.981,0.185,0.132,10.925,0.312,1.03,35.178,46.557
26,49.92307692,3.346153846,0.978095238,1.384615385,0.15890411,0.000120046,1711,4,25.746,0.131,0.063,9.544,0.002,0.786,46.726,40.889
2,39.5,1,0.1,1,0.380821918,1.39E-05,2576,6,19.336,0.126,0.087,7.122,-0.319,0.048,28.032,39.216
15,50.93333333,5.266666667,1.537272727,1.533333333,0.112328767,9.39E-05,1996,5,23.433,0.149,0.104,8.931,-0.128,0.335,29.313,41.216
17,59.41176471,1.941176471,1.150714286,1.529411765,0.352780016,0.00010697,1211,3,29.569,0.185,0.135,9.735,0.203,0.822,35.417,31.264
4,29,2.75,1.153333333,1.5,0.661643836,2.13E-05,2877,6,17.357,0.094,0.077,5.946,-0.501,0.278,25.19,43.571
7,65.28571429,3.142857143,0.477142857,1,0.24853229,3.52E-05,2838,6,17.586,0.099,0.077,8.77,-0.213,0.112,29.412,33.712
13,68.84615385,2.615384615,0.845,1.615384615,0.051211802,8.57E-05,2915,7,17.09,0.102,0.071,4.904,-0.295,0.168,24.904,42.654
9,63.33333333,2.222222222,0.6775,1.333333333,0.094672755,6.20E-05,1488,4,27.35,0.168,0.085,10.522,0.63,0.575,29.269,46.607
3,32.33333333,3,1.065,1.666666667,0.64109589,2.07E-05,2896,6,17.224,0.111,0.055,5.466,-0.156,0.284,24.353,44.322
34,62.14705882,2.911764706,0.804615385,1.352941176,0.267365028,8.49E-05,1415,3,28.027,0.133,0.09,8.77,-0.046,0.783,36.99,59.903
8,57.5,5.125,0.7825,1.25,0.126369863,5.37E-05,1879,4,24.37,0.14,0.098,11.379,0.322,-0.326,30.02,48.818
11,53.72727273,2.363636364,0.373333333,23.45454545,0.293399751,7.97E-05,1296,3,28.866,0.2,0.113,8.953,0.612,0.26,27.41,45.203
15,86.46666667,1.866666667,1.426428571,68.26666667,0.265205479,7.30E-05,3005,7,16.422,0.084,0.066,7.391,-0.42,0.218,29.258,38.962
9,67,2.777777778,1.027142857,1.333333333,0.285540335,4.69E-05,1642,4,26.287,0.164,0.113,7.289,0.131,0.344,40.592,31.78
7,54.42857143,1.714285714,0.607142857,2.142857143,0.363209393,3.98E-05,2596,6,19.169,0.111,0.079,10.653,-0.137,0.493,28.113,31.654
6,33.5,6.333333333,0.313333333,1.5,0.057990868,3.86E-05,1561,4,26.871,0.183,0.128,9.293,0.401,0.421,33.518,23.091
9,67.22222222,6,1.105714286,1.222222222,0.15129376,4.47E-05,1470,4,27.507,0.17,0.101,12.74,0.557,0.594,41.215,19.098
7,47.71428571,2.428571429,0.2975,1.142857143,0.104109589,5.71E-05,1822,4,24.816,0.131,0.09,23.95,-0.054,0.319,29.248,46.505
12,53.75,3.25,1.241,20.66666667,0.412100457,7.03E-05,1302,3,28.809,0.176,0.122,13.292,0.29,0.604,36.002,34.063
23,72.7826087,3.130434783,0.772631579,1.956521739,0.243240024,0.000153918,1621,4,26.452,0.156,0.105,8.327,0.035,0.817,35.594,36.712
35,55.97142857,2.885714286,1.206296296,3.8,0.197338552,0.000197048,2625,6,18.948,0.095,0.059,3.61,-0.496,0.546,35.745,44.74
20,68.25,3.35,0.910625,1,0.166712329,0.000111531,2373,5,20.72,0.104,0.071,2.346,-0.107,0.313,28.76,57.059
17,86.58823529,2.882352941,0.626428571,1.176470588,0.166962127,0.000101296,2550,6,19.498,0.104,0.071,9.689,0.275,-0.337,30.912,40.822
18,61.88888889,3.944444444,1.193333333,1.333333333,0.368645358,0.00013966,2228,5,21.817,0.143,0.084,9.412,-0.285,0.121,31.794,43.505
38,73.47368421,3.394736842,1.011428571,1.947368421,0.331578947,0.000204676,2530,6,19.594,0.136,0.089,5.724,-0.264,-0.12,29.443,37.657
31,77.12903226,3.129032258,0.736551724,1.451612903,0.218029165,0.00019926,2967,7,16.681,0.119,0.061,9.592,-0.095,-0.297,28.747,32.335
4,23.75,6.75,0.205,1,0.451369863,1.23E-05,1713,4,25.742,0.156,0.094,19.243,-0.09,0.727,34.99,31.929
4,42.5,2.25,1.99,1.75,0.35890411,1.56E-05,2261,5,21.578,0.131,0.074,13.349,-0.12,0.432,29.129,41.508
9,70.77777778,11.55555556,0.233333333,1.555555556,0.37412481,2.47E-05,2191,5,22.059,0.13,0.093,8.327,-0.207,0.054,39.1,34.473
16,113.75,4.5,0.858,1.5625,0.236815068,9.51E-05,3075,7,16.015,0.128,0.06,5.783,-0.131,-0.016,18.386,38.683
7,96.42857143,5.571428571,2.128,1.285714286,0.401565558,1.24E-05,2724,6,18.396,0.105,0.07,17.569,-0.028,0.235,22.134,36.476
2,30,1,0.52,1,0.047945205,1.31E-05,2980,7,16.576,0.105,0.063,8.799,-0.404,0.222,29.12,33.272
6,113.3333333,8.5,0.055,1,0.496803653,4.70E-05,1608,4,26.568,0.173,0.119,16.915,0.172,0.625,29.059,29.217
6,111.8333333,2.833333333,0.535,1.333333333,0.218721461,3.29E-06,2601,6,19.139,0.12,0.066,15.487,-0.205,0.331,28.623,34.275
8,53.5,4.125,0.61,1.75,0.416780822,3.58E-05,2725,6,18.396,0.131,0.076,10.402,-0.102,0.073,21.862,36.531
7,55.57142857,1.571428571,1.782,1.142857143,0.562426614,4.81E-05,1700,4,25.835,0.188,0.09,17.218,0.003,1.163,22.963,28.825
5,56.8,1.8,1.8175,1.2,0.552328767,2.68E-05,2058,5,22.957,0.116,0.082,14.497,0.261,0.968,26.406,33.235
8,55.875,1.625,0.538571429,5.875,0.455136986,0.000105411,3387,8,14.033,0.075,0.053,9.602,-0.078,-0.117,24.238,35.599
19,58.78947368,2.684210526,0.516,5.263157895,0.493583273,0.000120354,3060,7,16.083,0.114,0.061,11.728,-0.329,0.242,22.661,32.016
16,128.4375,2.125,0.689230769,1.75,0.408390411,7.66E-05,3198,7,15.226,0.093,0.065,10.862,-0.484,0.361,20.283,33.896
8,50.5,2.25,1.6725,1.25,0.323972603,4.23E-05,2060,5,22.95,0.175,0.089,20.795,-0.049,0.09,32.79,21.249
4,67,3,1.19,1,0.191780822,3.16E-05,2263,5,21.572,0.175,0.106,18.279,-0.13,-0.479,26.578,23.366
11,58.18181818,5.272727273,0.541666667,1.363636364,0.295890411,5.22E-05,3070,7,16.046,0.103,0.073,15.533,-0.421,0.245,23.13,25.982
3,20.66666667,1.333333333,2.335,1.666666667,0.084018265,1.43E-05,2100,5,22.716,0.149,0.1,19.617,-0.114,0.637,27.602,21.668
10,58.7,3.7,0.283333333,1.3,0.159726027,3.33E-05,3182,7,15.38,0.092,0.071,13.533,-0.549,0.273,22.137,30.285
10,37.9,1.9,1.464285714,1.2,0.58,4.61E-05,2502,6,19.747,0.143,0.088,12.914,0.234,0.028,17.205,32.836
1,17,10,0.44,1,0.153424658,3.64E-06,2834,6,17.62,0.129,0.078,11.564,-0.497,0.562,21.302,26.835
1,20,1,0.14,1,0.194520548,1.24E-06,2836,6,17.599,0.134,0.071,14.344,-0.974,0.517,18.327,35.104
11,53.27272727,1.909090909,1.463333333,2.090909091,0.093150685,5.11E-05,1732,4,25.62,0.165,0.111,20.718,-0.073,0.387,31.206,32.374
6,67.83333333,1,0.76,2,0.603196347,1.54E-05,3077,7,16.002,0.104,0.067,8.95,-0.414,0.338,24.133,31.938
7,98.57142857,1.714285714,0.671666667,1.857142857,0.443444227,1.90E-05,1485,4,27.369,0.157,0.092,17.132,-0.031,0.857,27.74,51.314
6,38.5,24.66666667,0.898,1.666666667,0.475799087,1.32E-05,2046,5,23.077,0.186,0.118,14.729,-0.357,0.162,25.501,27.102
6,44.33333333,1.833333333,2.37,2,0.217808219,2.75E-05,2073,5,22.89,0.161,0.11,17.348,0.194,0.129,27.188,20.737
15,51.06666667,1.533333333,1.133076923,1.333333333,0.153242009,3.77E-05,1873,4,24.427,0.158,0.109,10.714,0.43,0.033,34.002,26.845
5,1459,2.4,1.08,1.4,0.311232877,2.50E-05,1846,4,24.584,0.144,0.1,19.195,-0.055,0.111,24.407,50.92
7,40.28571429,2.857142857,0.533333333,2,0.272798434,2.31E-05,2712,6,18.476,0.136,0.071,12.365,-0.177,0.228,21.958,35.12
4,87.5,1.75,0.906666667,2,0.251369863,1.99E-05,1880,4,24.369,0.155,0.113,16.65,-0.308,0.662,21,40.974
14,84,2.142857143,0.604,5.285714286,0.21702544,7.47E-05,3065,7,16.068,0.149,0.08,6.12,0.05,-0.195,18.668,18.111
9,34.55555556,13,0.613333333,8.333333333,0.420700152,3.02E-05,3076,7,16.013,0.122,0.066,7.06,-0.824,-0.06,32.827,27.415
48,87.33333333,3.083333333,0.880540541,23.16666667,0.258847032,6.70E-05,2875,6,17.36,0.124,0.054,4.318,-0.922,0.231,26.813,48.968
10,64,1.6,2.147777778,2.4,0.242739726,3.47E-05,1920,4,24.019,0.129,0.071,22.099,-0.337,0.104,52.989,19.083
33,98.33333333,3.96969697,0.823478261,2.333333333,0.356330428,9.19E-06,1510,4,27.209,0.109,0.061,14.298,-0.06,0.489,57.969,47.623
2,51,1.5,0.24,12.5,0.321917808,2.01E-05,2097,5,22.723,0.151,0.068,12.473,-0.158,0.067,48.69,20.374
5,59.6,4.4,0.743333333,7.8,0.335890411,3.28E-05,1911,4,24.091,0.129,0.068,14.777,-0.102,0.706,49.321,18.997
5,36,1.6,0.61,1.2,0.111780822,4.85E-05,1221,3,29.506,0.186,0.083,14.984,-0.43,0.547,47.616,45.903
1,28,1,3,3,0,1.03E-05,1805,4,24.941,0.114,0.059,21.226,-0.144,0.336,46.709,43.686
6,112.6666667,5.5,1.653333333,1.333333333,0.421917808,4.30E-05,1492,4,27.328,0.157,0.09,19.267,-0.345,0.411,48.452,33.128
4,89.75,1.5,1.0125,1.25,0.319863014,3.82E-05,2288,5,21.333,0.113,0.056,19.303,-0.751,0.105,43.189,40.542
2,62.5,8.5,0.06,1,0.5,1.69E-05,2793,6,17.983,0.103,0.056,12.793,-0.603,-0.269,39.295,36.284
10,71.8,2.6,1.27375,1.9,0.318356164,2.82E-05,2171,5,22.174,0.111,0.06,11.716,-0.362,0.412,56.407,20.376
10,75,1.9,1.433333333,1.2,0.375342466,5.56E-05,2110,5,22.636,0.118,0.071,14.172,-0.334,0.004,55.575,21.309
6,29.16666667,1.833333333,0.888,6.5,0.553424658,4.52E-05,1588,4,26.667,0.147,0.068,15.055,-0.562,1.075,50.015,27.189
4,16.25,1,1.536666667,1.5,0.002739726,2.97E-05,1348,3,28.488,0.1,0.051,13.164,-0.505,1.053,50.999,61.302
5,45.8,2.6,1.135,10.6,0.586849315,6.48E-05,993,3,31.365,0.183,0.083,17.49,0.021,0.387,55.523,41.69
3,60,10.66666667,1,1,0.810045662,2.32E-05,1083,3,30.664,0.149,0.061,17.133,-0.815,1.282,50.507,51.26
5,108.4,3,1.655,1.8,0.35890411,4.66E-05,1156,3,30.073,0.168,0.094,17.289,0.073,0.329,51.547,36.339
2,29,2,0.505,1,0.506849315,1.71E-05,2008,5,23.37,0.149,0.067,14.846,-0.669,-0.149,50.354,31.17
2,100,4.5,0.05,1,0.121917808,8.93E-06,1260,3,29.192,0.183,0.086,14.232,-0.307,0.808,49.383,32.977
4,30.25,1.5,2.98,1.5,0.360958904,3.60E-05,1772,4,25.259,0.152,0.069,11.321,-0.555,0.546,46.08,42.094
9,31.66666667,2.222222222,0.58625,3,0.051750381,6.53E-05,1780,4,25.169,0.146,0.076,19.488,-0.558,-0.078,49.546,35.745
8,65,3.5,0.863333333,2,0.354109589,4.12E-05,1762,4,25.312,0.144,0.072,15.711,-0.01,0.16,43.543,42.354
5,53.8,1.6,0.928,1,0.316712329,1.97E-05,1489,4,27.345,0.166,0.086,18.691,-0.123,0.486,46.238,31.985
6,82,1,0.566,10,0.796803653,3.93E-05,1515,4,27.163,0.155,0.076,18.816,-0.367,0.444,54.698,29.116
27,46.25925926,4.888888889,0.891,2.407407407,0.440081177,0.000161623,2035,5,23.221,0.142,0.08,9.818,-0.118,0.1,47.077,26.848
8,44.125,3.125,1.916666667,2.75,0.369520548,5.28E-05,1316,3,28.703,0.134,0.077,20.971,0.07,0.744,47.775,39.686
9,45,2.555555556,0.72375,2,0.36194825,5.27E-05,1517,4,27.152,0.149,0.094,14.361,0.127,0.483,49.33,23.977
6,54.83333333,4.166666667,0.44,2,0.083105023,3.38E-05,2628,6,18.936,0.102,0.082,9.249,-0.528,-0.033,41.206,27.054
33,115.2727273,3.96969697,1.018518519,5.484848485,0.626400996,0.00014421,2152,5,22.286,0.12,0.062,15.852,-0.498,0.346,48.377,29.231
18,80.11111111,2.944444444,2.662307692,2.666666667,0.394520548,0.000150846,1733,4,25.608,0.145,0.091,14.224,-0.078,0.311,48.305,25.789
6,67.5,6.5,2.0975,7.333333333,0.560273973,5.25E-05,1544,4,26.959,0.169,0.084,15.365,-0.292,-0.094,50.832,35.046
8,40.5,3.125,1.48,2.875,0.5,7.40E-05,1189,3,29.808,0.175,0.112,16.287,-0.134,0.301,47.853,37.465
10,69,2.1,0.622,4.1,0.225753425,0.000100335,2210,5,21.902,0.108,0.064,10.738,-0.083,0.528,44.966,30.873
12,65.5,10.5,1.2475,1.75,0.335159817,7.18E-05,1698,4,25.848,0.13,0.076,12.063,-0.111,0.87,44.69,36.697
25,66.12,3.16,0.8615,1.96,0.251287671,0.000160849,2375,5,20.714,0.104,0.058,8.585,-0.109,0.299,46.87,29.679
7,36,2.714285714,0.495,2.714285714,0.129158513,8.77E-05,1956,5,23.743,0.141,0.069,17.589,-0.54,0.23,49.249,28.09
3,69.66666667,4,0.443333333,1,0.179908676,2.73E-05,1483,4,27.393,0.162,0.092,14.044,-0.187,0.348,50.606,29.95
3,31.66666667,3,0.135,3,0,3.39E-05,1750,4,25.412,0.158,0.064,14.138,0.121,0.209,49.829,28.672
5,53.8,2.2,1.795,2,0.355616438,5.05E-05,1112,3,30.414,0.158,0.094,19.2,-0.093,0.846,49.919,34.787
3,26.33333333,11,0.355,1,0.315981735,2.77E-05,1916,4,24.045,0.139,0.081,12.708,-0.06,0.079,47.572,28.559
8,53,1.75,1.21,4.125,0.567465753,7.67E-05,1454,4,27.715,0.162,0.076,15.008,-0.316,0.846,50.267,29.686
4,26,8,2.676666667,2.25,0.041780822,3.72E-05,1420,3,27.983,0.177,0.089,16.775,-0.023,0.195,51.639,24.936
4,51.75,10,0.4,2.5,0.504794521,4.06E-05,1530,4,27.069,0.147,0.082,20.11,0.207,-0.012,49.999,30.123
11,32.18181818,4.181818182,2.121111111,4.818181818,0.582316314,5.77E-05,1242,3,29.332,0.184,0.093,17.462,-0.088,0.142,50.279,35.71
5,104.8,5.4,0.59,1.4,0.632328767,6.04E-06,1657,4,26.188,0.13,0.057,24.142,-0.228,0.497,49.475,38.35
2,67.5,1.5,0.46,1,0.5,1.95E-05,1572,4,26.783,0.147,0.08,24.742,-0.445,0.222,49.811,33.625
8,59.875,3.25,0.764,1.25,0.41609589,2.45E-05,1223,3,29.49,0.181,0.115,12.468,-0.05,0.701,46.048,29.165
8,56.25,24.5,0.428333333,2.25,0.275,4.96E-05,1411,3,28.048,0.192,0.095,15.868,-0.308,0.383,49.972,23.644
5,53.2,2.4,1.5175,1.4,0.230136986,3.70E-05,1569,4,26.805,0.165,0.074,19.662,-0.074,0.228,50.361,28.085
9,66.44444444,1.666666667,0.998571429,3.222222222,0.385388128,8.12E-05,1774,4,25.24,0.146,0.074,17.976,0.08,0.152,48.007,28.03
8,42.25,3.5,0.411428571,12.25,0.79760274,8.88E-05,1724,4,25.676,0.169,0.079,18.282,-0.29,0.114,48.586,27.734
13,73.46153846,4.615384615,2.043333333,1.538461538,0.325605901,0.000110836,1665,4,26.11,0.147,0.08,16.437,0.082,0.461,46.838,29.069
5,47.8,1.4,2.0725,1.6,0.433972603,2.47E-05,2084,5,22.804,0.136,0.064,15.648,-0.312,0.048,45.855,34.815
12,49.25,4.416666667,1.211818182,2.416666667,0.22739726,7.29E-05,1340,3,28.551,0.146,0.084,20.552,-0.37,0.948,47.67,34.724
2,350,1.5,0.05,4,0,1.58E-05,1105,3,30.506,0.184,0.11,13.307,-0.021,0.512,50.177,31.719
4,71.25,1,0.72,4,0.125342466,4.31E-05,1927,4,23.936,0.099,0.053,11.154,-0.332,0.879,46.228,45.645
57,99.78947368,14.66666667,0.865853659,1.877192982,0.331314588,6.00E-05,2052,5,23.035,0.143,0.073,9.487,0.054,0.181,49.62,16.028
17,107.1176471,7.058823529,1.739285714,3.529411765,0.292022562,0.000158045,1493,4,27.328,0.165,0.093,12.309,0.196,0.125,47.21,33.447
29,91.48275862,8.206896552,1.544583333,11.20689655,0.381105338,0.000198739,1231,3,29.41,0.165,0.085,16.725,0.229,0.995,45.298,29.857
52,88.34615385,5.173076923,0.739090909,3.057692308,0.339199157,0.000228753,1159,3,30.044,0.14,0.071,10.899,-0.243,1.269,49.212,47.787
24,73.875,5.666666667,1.682105263,1.458333333,0.372488584,0.000148955,1571,4,26.797,0.121,0.06,10.809,-0.291,1.064,44.213,52.45
36,86.38888889,6,0.761935484,2.777777778,0.254946728,0.000141273,585,2,35.297,0.194,0.097,10.21,0.643,0.895,52.994,40.129
3,31.33333333,2.333333333,2.05,1,0.683105023,4.52E-05,2047,5,23.076,0.147,0.064,21.996,-0.243,-0.161,46.879,25.728
1,45,1,0.86,1,0.101369863,3.16E-06,1331,3,28.623,0.14,0.082,17.968,-0.289,0.48,56.762,39.197
2,42.5,1,2.42,1.5,0.98630137,3.12E-05,1546,4,26.957,0.163,0.069,17.232,-0.375,-0.109,49.609,46.276
9,57.22222222,4.666666667,0.70125,2,0.626179604,5.50E-05,1504,4,27.243,0.176,0.088,16.727,-0.198,0.266,44.495,37.668
16,47.4375,4.6875,0.363636364,4.1875,0.346917808,0.000116198,2344,5,20.975,0.121,0.07,14.515,-0.477,-0.061,45.727,28.393
28,60.25,2.25,0.926086957,3.142857143,0.185029354,7.12E-05,1842,4,24.619,0.128,0.083,10.884,-0.495,1.066,43.47,28.078
10,52.7,2,1.17,4.7,0.453150685,0.000107481,2203,5,21.981,0.11,0.064,9.125,-0.065,0.438,46.459,31.294
6,28.66666667,1.166666667,1.173333333,3.166666667,0.269406393,2.25E-05,2825,6,17.693,0.139,0.093,12.109,-0.773,-0.032,29.089,18.616
3,60,3.333333333,1.655,17.33333333,0.309589041,2.90E-06,2429,6,20.275,0.126,0.092,12.831,-0.285,0.383,34.124,20.874
6,25.5,16.83333333,1.465,2.5,0.500913242,9.82E-07,2811,6,17.809,0.091,0.063,11.459,-0.753,0.829,32.46,29.361
5,30.4,2.4,0.17,12.6,0.646575342,1.62E-05,2985,7,16.546,0.127,0.083,10.483,-0.752,0.1,27.856,20.657
16,51.25,1.8125,1.5625,6.25,0.420034247,6.28E-05,2560,6,19.419,0.107,0.055,8.672,0.056,0.188,29.573,47.843
2,48.5,2.5,3,25.5,0.224657534,1.02E-05,3037,7,16.216,0.134,0.084,6.832,-0.333,0.077,23.381,20.086
4,50.5,1.75,0.41,1.5,0.72260274,1.72E-05,2750,6,18.26,0.125,0.082,11.037,-0.345,0.64,23.687,23.925
4,38.5,1,0.543333333,1.5,0.464383562,1.92E-05,2786,6,18.026,0.139,0.085,9.502,0.13,0.272,20.24,19.797
5,31,1.4,0.896,1.6,0.829041096,2.73E-05,2779,6,18.066,0.135,0.072,10.301,-0.304,0.444,26.54,25.999
4,114.5,1.25,2.175,2.5,0.37739726,1.84E-05,2428,6,20.279,0.161,0.104,11.323,-0.508,-0.313,30.152,26.641
5,96.6,8.2,1.08,1,0.428493151,2.78E-05,2900,6,17.186,0.142,0.075,5.954,-0.21,-0.126,24.162,31.256
1,30,1,0.19,1,0.994520548,2.08E-06,3099,7,15.84,0.13,0.056,8.087,-0.876,0.238,32.095,23.095
2,37.5,2.5,0.285,2.5,0.423287671,1.65E-05,2439,6,20.176,0.155,0.083,19.625,-0.855,0.048,29.944,28.581
7,22.14285714,2.285714286,0.724,3.285714286,0.195694716,6.22E-05,2719,6,18.413,0.168,0.078,15.115,-0.841,-0.196,27.664,24.246
4,36,3,0.393333333,2.5,0.071917808,3.51E-05,2349,5,20.929,0.177,0.074,14.234,-0.626,0.386,31.933,25.564
